away,home,start_dt,away_score,home_score,over_under,game_id,year,minute,total,over_hit,under_hit,push,city,humidity_0,humidity_1,humidity_2,humidity_3,humidity_4,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,weather_0,weather_1,weather_2,weather_3,weather_4,wind_dir_0,wind_dir_1,wind_dir_2,wind_dir_3,wind_dir_4,wind_spd_0,wind_spd_1,wind_spd_2,wind_spd_3,wind_spd_4
Detroit Tigers,Boston Red Sox,2015-07-25T19:05:00Z,5,1,9.5,1770,2015,5,6,FALSE,TRUE,FALSE,Boston,48,51,54,54,54,294.09,294.2,293.97,293.25,292.27,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,60,50,90,80,90,4,3,3,3,2
Philadelphia Phillies,Chicago Cubs,2015-07-25T19:05:00Z,5,0,6,1772,2015,5,5,FALSE,TRUE,FALSE,Chicago,52,58,62,62,66,304.23,304.31,303.29,302.46,301.1,broken clouds,broken clouds,few clouds,few clouds,scattered clouds,340,40,50,80,50,4,7,5,7,5
Philadelphia Phillies,Chicago Cubs,2015-07-26T17:20:00Z,11,5,7,1785,2015,20,16,TRUE,FALSE,FALSE,Chicago,61,65,61,61,61,298.87,298.93,299.38,299.35,299.4,light rain,light rain,overcast clouds,overcast clouds,light rain,90,70,100,60,80,4,3,2,3,4
Detroit Tigers,Boston Red Sox,2015-07-26T23:05:00Z,1,11,9.5,1789,2015,5,12,TRUE,FALSE,FALSE,Boston,69,74,73,78,73,297.42,296.38,295.64,294.92,294.45,broken clouds,scattered clouds,sky is clear,broken clouds,scattered clouds,140,160,200,150,150,3,1,3,2,2
Tampa Bay Rays,Boston Red Sox,2015-07-31T22:10:00Z,5,7,9,1793,2015,10,12,TRUE,FALSE,FALSE,Boston,51,54,65,69,78,301.44,300.1,298.05,295.79,295.1,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,40,90,60,266,266,3,2,1,3,3
Tampa Bay Rays,Boston Red Sox,2015-08-02T16:35:00Z,4,3,9.5,1802,2015,35,7,FALSE,TRUE,FALSE,Boston,52,58,62,62,74,301.89,302.15,302.58,302.33,302.04,scattered clouds,scattered clouds,sky is clear,overcast clouds,scattered clouds,120,200,190,180,200,3,3,6,5,6
San Francisco Giants,Chicago Cubs,2015-08-06T23:05:00Z,4,5,7,1820,2015,5,9,TRUE,FALSE,FALSE,Chicago,44,47,53,60,68,298.73,297.54,295.66,295.22,294.01,scattered clouds,few clouds,few clouds,scattered clouds,overcast clouds,70,70,70,60,90,5,4,4,4,3
San Francisco Giants,Chicago Cubs,2015-08-07T19:05:00Z,3,7,8,1821,2015,5,10,TRUE,FALSE,FALSE,Chicago,39,37,37,39,39,300.34,300.44,300.47,300.39,299.92,broken clouds,broken clouds,broken clouds,broken clouds,broken clouds,220,200,200,180,180,4,5,4,5,5
San Francisco Giants,Chicago Cubs,2015-08-09T17:20:00Z,0,2,7.5,1836,2015,20,2,FALSE,TRUE,FALSE,Chicago,73,69,61,73,57,296.55,298.21,299.53,298.66,298.11,haze,broken clouds,broken clouds,haze,haze,130,120,0,40,200,3,2,2,2,4
Milwaukee Brewers,Chicago Cubs,2015-08-11T23:05:00Z,3,6,7.5,1852,2015,5,9,TRUE,FALSE,FALSE,Chicago,41,44,47,53,52,297.21,296.03,294.49,292.18,291.02,few clouds,few clouds,few clouds,few clouds,few clouds,30,70,100,210,23,5,4,3,1,3
Seattle Mariners,Boston Red Sox,2015-08-14T22:10:00Z,1,15,9.5,1864,2015,10,16,TRUE,FALSE,FALSE,Boston,61,65,73,64,64,300.56,298.91,296.85,296.02,295.14,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,70,70,70,90,90,5,5,3,2,2
Seattle Mariners,Boston Red Sox,2015-08-16T16:35:00Z,10,8,9,1874,2015,35,18,TRUE,FALSE,FALSE,Boston,61,57,57,57,54,302.35,303.01,303.35,302.74,302.35,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,80,60,70,90,90,2,2,4,4,4
Detroit Tigers,Chicago Cubs,2015-08-19T23:05:00Z,15,8,9,1900,2015,5,23,TRUE,FALSE,FALSE,Chicago,49,60,56,63,63,294.23,293.07,291.97,291.34,290.79,overcast clouds,overcast clouds,broken clouds,broken clouds,light rain,240,240,250,240,250,9,6,6,5,6
Kansas City Royals,Boston Red Sox,2015-08-20T22:10:00Z,1,4,9,1907,2015,10,5,FALSE,TRUE,FALSE,Boston,79,83,88,88,88,298.55,297.44,296.24,295.61,295.48,scattered clouds,broken clouds,sky is clear,scattered clouds,scattered clouds,170,180,190,190,180,4,4,5,4,3
Atlanta Braves,Chicago Cubs,2015-08-20T23:05:00Z,1,7,8,1909,2015,5,8,FALSE,FALSE,TRUE,Chicago,36,38,43,67,59,295.83,294.61,292.13,290.87,288.84,scattered clouds,few clouds,few clouds,sky is clear,sky is clear,270,270,270,250,250,7,6,4,2,2
Atlanta Braves,Chicago Cubs,2015-08-21T19:05:00Z,3,5,9,1912,2015,5,8,FALSE,TRUE,FALSE,Chicago,39,42,42,42,44,300.59,300.69,300.09,299.89,299.4,few clouds,scattered clouds,broken clouds,broken clouds,scattered clouds,200,180,200,200,200,5,5,6,5,5
New York Yankees,Boston Red Sox,2015-08-31T22:10:00Z,3,4,9.5,1941,2015,10,7,FALSE,TRUE,FALSE,Boston,45,94,88,88,94,301.83,300.4,298.78,297.7,297.25,few clouds,overcast clouds,scattered clouds,sky is clear,scattered clouds,280,140,150,160,170,4,2,1,1,2
Cincinnati Reds,Chicago Cubs,2015-08-31T23:05:00Z,13,6,9,1943,2015,5,19,TRUE,FALSE,FALSE,Chicago,51,61,69,69,78,301.28,299.39,296.74,296.35,294.97,few clouds,few clouds,haze,haze,mist,220,100,70,183,130,3,2,1,2,2
Cincinnati Reds,Chicago Cubs,2015-09-01T23:05:00Z,4,5,9.5,1952,2015,5,9,FALSE,TRUE,FALSE,Chicago,64,66,71,74,74,301.465814811,301.303328392,299.387333333,298.860666667,298.6765,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,210,202,204,198,212,3,4,3,4,3
Cincinnati Reds,Chicago Cubs,2015-09-02T17:20:00Z,7,4,9.5,1957,2015,20,11,TRUE,FALSE,FALSE,Chicago,55,52,49,46,46,303.73,304.57,304.67,304.79,304.8,few clouds,few clouds,broken clouds,broken clouds,broken clouds,260,250,240,250,250,4,5,5,5,4
Arizona Diamondbacks,Chicago Cubs,2015-09-04T17:20:00Z,5,14,7.5,1971,2015,20,19,TRUE,FALSE,FALSE,Chicago,58,58,58,61,65,300,301.18,301.41,301.23,301.38,scattered clouds,scattered clouds,scattered clouds,scattered clouds,scattered clouds,71,70,70,90,50,1,5,3,5,4
Philadelphia Phillies,Boston Red Sox,2015-09-04T22:10:00Z,5,7,9,1975,2015,10,12,TRUE,FALSE,FALSE,Boston,78,77,68,82,87,294.13,291.84,290.3,289.89,288.08,light rain,broken clouds,sky is clear,sky is clear,sky is clear,60,60,70,50,61,6,2,2,3,2
Arizona Diamondbacks,Chicago Cubs,2015-09-05T17:20:00Z,0,2,8,1985,2015,20,2,FALSE,TRUE,FALSE,Chicago,74,65,58,51,58,298.53,300.39,301.69,302.08,301.32,mist,proximity thunderstorm,proximity thunderstorm,broken clouds,broken clouds,200,160,170,160,180,5,5,4,3,4
Philadelphia Phillies,Boston Red Sox,2015-09-05T19:05:00Z,2,9,9,1986,2015,5,11,TRUE,FALSE,FALSE,Boston,78,34,74,78,83,298.79,298.33,297.35,296.03,295.02,overcast clouds,few clouds,sky is clear,scattered clouds,broken clouds,60,150,60,60,60,8,3,7,7,7
Philadelphia Phillies,Boston Red Sox,2015-09-06T16:35:00Z,2,6,9,1998,2015,35,8,FALSE,TRUE,FALSE,Boston,78,74,70,78,78,301.73,302.3,302.74,302.67,301.56,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,100,120,110,100,110,5,6,4,4,3
Arizona Diamondbacks,Chicago Cubs,2015-09-06T17:20:00Z,4,6,9.5,2001,2015,20,10,TRUE,FALSE,FALSE,Chicago,46,43,38,38,38,304.22,305.29,306.03,306.06,306.25,haze,haze,haze,scattered clouds,scattered clouds,250,230,210,180,210,5,6,4,5,5
St. Louis Cardinals,Chicago Cubs,2015-09-18T17:20:00Z,3,8,8.5,2046,2015,20,11,TRUE,FALSE,FALSE,Chicago,83,78,74,74,88,297.03,297.34,298.18,297.69,296.98,moderate rain,mist,haze,light rain,heavy intensity rain,220,180,250,330,350,4,3,2,2,2
St. Louis Cardinals,Chicago Cubs,2015-09-20T17:20:00Z,4,3,7,2074,2015,20,7,FALSE,FALSE,TRUE,Chicago,46,40,43,40,40,293.47,294.2,294.42,294.7,294.23,scattered clouds,broken clouds,scattered clouds,scattered clouds,scattered clouds,90,0,110,90,120,4,2,3,4,2
Pittsburgh Pirates,Chicago Cubs,2015-09-26T16:05:00Z,4,0,7.5,2077,2015,5,4,FALSE,TRUE,FALSE,Chicago,84,83,70,71,57,293.479333333,293.807666667,295.189221861,295.2411426,296.87,few clouds,few clouds,scattered clouds,few clouds,scattered clouds,118,109,95,88,70,3,3,3,3,4
Pittsburgh Pirates,Chicago Cubs,2015-09-27T23:05:00Z,0,4,7,2095,2015,5,4,FALSE,TRUE,FALSE,Chicago,69,73,73,77,88,295.31,294.23,293.29,293.29,292.32,scattered clouds,scattered clouds,broken clouds,scattered clouds,few clouds,110,110,90,120,150,4,2,2,2,3
Baltimore Orioles,Boston Red Sox,2016-04-12T22:10:00Z,9,5,9,2160,2016,10,14,TRUE,FALSE,FALSE,Boston,100,100,100,93,100,283.499505502,282.79,282.78010986,279.89907387,280.02,overcast clouds,light rain,overcast clouds,moderate rain,light rain,210,273,272,152,30,2,2,2,4,7
Baltimore Orioles,Boston Red Sox,2016-04-13T22:10:00Z,2,4,8.5,2172,2016,10,6,FALSE,TRUE,FALSE,Boston,61,70,70,75,75,283.52,281.12,281.116494645,278.32,278.311254144,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,30,40,39,30,30,9,6,6,5,5
Cincinnati Reds,Chicago Cubs,2016-04-13T23:05:00Z,2,9,7.5,2173,2016,5,11,TRUE,FALSE,FALSE,Chicago,71,70,52,52,76,283.11,283.100634214,280.52,280.503831683,279.56,scattered clouds,scattered clouds,sky is clear,sky is clear,sky is clear,60,60,80,79,110,4,4,4,4,2
Cincinnati Reds,Chicago Cubs,2016-04-14T23:05:00Z,1,8,7,2188,2016,5,9,TRUE,FALSE,FALSE,Chicago,29,33,40,73,73,288.582991701,285.46,283.48,281.85,281.63,sky is clear,sky is clear,scattered clouds,sky is clear,few clouds,109,80,90,90,70,4,4,4,4,3
Colorado Rockies,Chicago Cubs,2016-04-15T17:20:00Z,6,1,7.5,2191,2016,20,7,FALSE,TRUE,FALSE,Chicago,38,37,26,21,32,289.95,289.989260332,290.9,292.14,291.98,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,20,25,150,120,60,3,3,3,3,5
Toronto Blue Jays,Boston Red Sox,2016-04-15T22:10:00Z,3,5,9,2196,2016,10,8,FALSE,TRUE,FALSE,Boston,81,80,76,81,81,285.74,285.660625821,282.43,281.03,279.9,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,40,39,40,40,40,8,8,8,7,5
Colorado Rockies,Chicago Cubs,2016-04-17T17:20:00Z,2,0,7.25,2207,2016,20,2,FALSE,TRUE,FALSE,Chicago,31,25,27,32,24,296.180229707,298.94,298.28,295.485259119,298.42,sky is clear,sky is clear,few clouds,few clouds,sky is clear,179,50,70,72,130,2,3,5,4,2
Tampa Bay Rays,Boston Red Sox,2016-04-21T16:35:00Z,12,8,8.5,2219,2016,35,20,TRUE,FALSE,FALSE,Boston,28,27,18,17,19,296.05,296.75,298.3,298.57,298.34,sky is clear,sky is clear,sky is clear,sky is clear,sky is clear,158,158,0,180,248,1,0,1,0,0
Milwaukee Brewers,Chicago Cubs,2016-04-26T23:05:00Z,3,4,7.5,2263,2016,5,7,FALSE,TRUE,FALSE,Chicago,80,93,90,87,82,280.860373871,279.44,279.680650814,280.01,280.19676,moderate rain,mist,overcast clouds,overcast clouds,overcast clouds,14,30,38,50,50,5,6,6,6,7
Atlanta Braves,Chicago Cubs,2016-04-29T17:20:00Z,1,6,7,2266,2016,20,7,FALSE,FALSE,TRUE,Chicago,66,66,61,61,66,281.41,281.79,282.03,282.27,282.47,mist,overcast clouds,overcast clouds,overcast clouds,haze,360,40,30,20,40,5,4,4,4,5
